dorm_id,timestamp,energy_kwh,outdoor_temp_c,indoor_temp_c,occupancy_flag,ac_on_flag,is_weekend,intervention_flag
TJ_SIPING_B3_0612,2026-07-05 07:00:00,0.406,26.0,24.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-05 08:00:00,0.425,25.4,23.8,1,1,1,0
TJ_SIPING_B3_0612,2026-07-05 09:00:00,0.35,26.4,23.6,0,1,1,0
TJ_SIPING_B3_0612,2026-07-05 10:00:00,0.441,26.1,23.5,1,1,1,0
TJ_SIPING_B3_0612,2026-07-05 11:00:00,0.431,26.3,24.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-05 12:00:00,0.403,27.7,23.2,1,1,1,0
TJ_SIPING_B3_0612,2026-07-05 13:00:00,0.497,28.6,23.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-05 14:00:00,0.563,30.1,24.2,1,1,1,0
TJ_SIPING_B3_0612,2026-07-05 15:00:00,0.527,30.9,24.4,1,1,1,0
TJ_SIPING_B3_0612,2026-07-05 16:00:00,0.093,32.4,31.3,1,0,1,0
TJ_SIPING_B3_0612,2026-07-05 17:00:00,0.058,32.8,31.8,1,0,1,0
TJ_SIPING_B3_0612,2026-07-05 18:00:00,0.81,34.4,23.5,0,1,1,0
TJ_SIPING_B3_0612,2026-07-05 19:00:00,0.709,34.3,24.3,1,1,1,1
TJ_SIPING_B3_0612,2026-07-05 20:00:00,0.715,32.9,24.7,1,1,1,1
TJ_SIPING_B3_0612,2026-07-05 21:00:00,0.684,32.9,23.3,1,1,1,1
TJ_SIPING_B3_0612,2026-07-05 22:00:00,0.043,33.1,32.3,0,0,1,1
TJ_SIPING_B3_0612,2026-07-05 23:00:00,0.661,32.1,24.2,1,1,1,0
TJ_SIPING_B3_0612,2026-07-06 00:00:00,0.695,32.4,23.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-06 01:00:00,0.64,31.6,23.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-06 02:00:00,0.499,29.5,23.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-06 03:00:00,0.368,28.9,24.7,0,1,0,0
TJ_SIPING_B3_0612,2026-07-06 04:00:00,0.434,27.8,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-06 05:00:00,0.063,26.3,26.0,0,0,0,0
TJ_SIPING_B3_0612,2026-07-06 06:00:00,0.078,27.4,26.4,1,0,0,0
TJ_SIPING_B3_0612,2026-07-06 07:00:00,0.076,26.0,24.3,1,0,0,0
TJ_SIPING_B3_0612,2026-07-06 08:00:00,0.052,25.6,24.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-06 09:00:00,0.031,26.1,24.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-06 10:00:00,0.039,26.3,24.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-06 11:00:00,0.407,26.6,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-06 12:00:00,0.436,26.6,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-06 13:00:00,0.374,28.1,24.1,0,1,0,0
TJ_SIPING_B3_0612,2026-07-06 14:00:00,0.047,28.8,28.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-06 15:00:00,0.046,31.5,30.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-06 16:00:00,0.623,31.9,23.7,0,1,0,0
TJ_SIPING_B3_0612,2026-07-06 17:00:00,0.674,32.7,24.2,0,1,0,0
TJ_SIPING_B3_0612,2026-07-06 18:00:00,0.705,34.0,24.3,0,1,0,0
TJ_SIPING_B3_0612,2026-07-06 19:00:00,0.058,33.1,32.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-06 20:00:00,0.837,34.1,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-06 21:00:00,0.804,33.9,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-06 22:00:00,0.747,33.8,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-06 23:00:00,0.672,32.9,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-07 00:00:00,0.757,32.8,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-07 01:00:00,0.548,30.4,23.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-07 02:00:00,0.5,30.0,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-07 03:00:00,0.472,29.6,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-07 04:00:00,0.43,28.4,23.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-07 05:00:00,0.053,27.6,25.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 06:00:00,0.062,26.9,25.3,1,0,0,0
TJ_SIPING_B3_0612,2026-07-07 07:00:00,0.42,25.8,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-07 08:00:00,0.031,26.2,25.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 09:00:00,0.436,25.5,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-07 10:00:00,0.039,26.7,26.0,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 11:00:00,0.052,27.1,25.9,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 12:00:00,0.061,27.6,27.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 13:00:00,0.038,28.3,27.2,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 14:00:00,0.042,29.6,28.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 15:00:00,0.055,31.0,28.9,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 16:00:00,0.059,32.0,29.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 17:00:00,0.685,32.4,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-07 18:00:00,0.084,32.7,32.5,1,0,0,0
TJ_SIPING_B3_0612,2026-07-07 19:00:00,0.054,35.5,34.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 20:00:00,0.049,34.0,34.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-07 21:00:00,0.751,33.6,24.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-07 22:00:00,0.082,34.3,32.4,1,0,0,0
TJ_SIPING_B3_0612,2026-07-07 23:00:00,0.71,33.1,24.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 00:00:00,0.697,32.6,23.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 01:00:00,0.642,31.8,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 02:00:00,0.507,29.9,24.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 03:00:00,0.082,28.5,26.4,1,0,0,0
TJ_SIPING_B3_0612,2026-07-08 04:00:00,0.345,28.1,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 05:00:00,0.459,26.9,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 06:00:00,0.407,26.7,23.7,0,1,0,0
TJ_SIPING_B3_0612,2026-07-08 07:00:00,0.395,27.1,23.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 08:00:00,0.044,25.5,23.0,0,0,0,0
TJ_SIPING_B3_0612,2026-07-08 09:00:00,0.034,25.5,25.3,0,0,0,0
TJ_SIPING_B3_0612,2026-07-08 10:00:00,0.052,26.1,24.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-08 11:00:00,0.436,26.8,23.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 12:00:00,0.073,28.0,27.2,0,0,0,0
TJ_SIPING_B3_0612,2026-07-08 13:00:00,0.503,30.2,24.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 14:00:00,0.058,30.3,29.9,1,0,0,0
TJ_SIPING_B3_0612,2026-07-08 15:00:00,0.639,32.5,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 16:00:00,0.633,31.2,23.4,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 17:00:00,0.7,33.1,24.3,0,1,0,0
TJ_SIPING_B3_0612,2026-07-08 18:00:00,0.074,33.9,33.8,1,0,0,0
TJ_SIPING_B3_0612,2026-07-08 19:00:00,0.783,33.5,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 20:00:00,0.787,35.1,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 21:00:00,0.693,33.0,23.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 22:00:00,0.796,34.0,23.8,1,1,0,0
TJ_SIPING_B3_0612,2026-07-08 23:00:00,0.726,32.6,23.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 00:00:00,0.699,33.1,24.2,0,1,0,0
TJ_SIPING_B3_0612,2026-07-09 01:00:00,0.609,32.2,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 02:00:00,0.591,30.2,24.0,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 03:00:00,0.424,28.9,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 04:00:00,0.081,27.5,28.2,1,0,0,0
TJ_SIPING_B3_0612,2026-07-09 05:00:00,0.033,27.2,25.2,0,0,0,0
TJ_SIPING_B3_0612,2026-07-09 06:00:00,0.091,26.0,24.7,1,0,0,0
TJ_SIPING_B3_0612,2026-07-09 07:00:00,0.399,26.2,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 08:00:00,0.416,25.3,24.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 09:00:00,0.091,25.2,24.0,1,0,0,0
TJ_SIPING_B3_0612,2026-07-09 10:00:00,0.05,27.0,26.2,0,0,0,0
TJ_SIPING_B3_0612,2026-07-09 11:00:00,0.044,27.6,24.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-09 12:00:00,0.468,28.7,24.3,0,1,0,0
TJ_SIPING_B3_0612,2026-07-09 13:00:00,0.045,29.4,28.8,0,0,0,0
TJ_SIPING_B3_0612,2026-07-09 14:00:00,0.041,30.7,30.1,0,0,0,0
TJ_SIPING_B3_0612,2026-07-09 15:00:00,0.058,32.0,32.2,0,0,0,0
TJ_SIPING_B3_0612,2026-07-09 16:00:00,0.074,31.2,29.8,1,0,0,0
TJ_SIPING_B3_0612,2026-07-09 17:00:00,0.032,33.9,33.2,0,0,0,0
TJ_SIPING_B3_0612,2026-07-09 18:00:00,0.753,33.7,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 19:00:00,0.767,33.7,24.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 20:00:00,0.728,33.4,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 21:00:00,0.842,34.2,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 22:00:00,0.84,34.4,25.1,1,1,0,0
TJ_SIPING_B3_0612,2026-07-09 23:00:00,0.696,32.9,24.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 00:00:00,0.666,32.9,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 01:00:00,0.651,31.5,22.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 02:00:00,0.659,30.5,23.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 03:00:00,0.489,29.1,24.3,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 04:00:00,0.459,28.3,24.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 05:00:00,0.05,27.0,26.0,1,0,0,0
TJ_SIPING_B3_0612,2026-07-10 06:00:00,0.35,26.0,24.6,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 07:00:00,0.083,26.4,25.7,1,0,0,0
TJ_SIPING_B3_0612,2026-07-10 08:00:00,0.055,26.7,25.0,0,0,0,0
TJ_SIPING_B3_0612,2026-07-10 09:00:00,0.39,25.6,23.7,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 10:00:00,0.042,26.6,26.6,0,0,0,0
TJ_SIPING_B3_0612,2026-07-10 11:00:00,0.413,27.2,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 12:00:00,0.062,28.3,27.2,0,0,0,0
TJ_SIPING_B3_0612,2026-07-10 13:00:00,0.073,28.1,27.7,1,0,0,0
TJ_SIPING_B3_0612,2026-07-10 14:00:00,0.045,29.2,28.4,0,0,0,0
TJ_SIPING_B3_0612,2026-07-10 15:00:00,0.683,32.0,22.9,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 16:00:00,0.639,32.9,23.5,0,1,0,0
TJ_SIPING_B3_0612,2026-07-10 17:00:00,0.802,34.1,24.1,0,1,0,0
TJ_SIPING_B3_0612,2026-07-10 18:00:00,0.668,32.7,24.2,1,1,0,0
TJ_SIPING_B3_0612,2026-07-10 19:00:00,0.767,34.0,23.6,1,1,0,1
TJ_SIPING_B3_0612,2026-07-10 20:00:00,0.724,34.4,23.5,1,1,0,1
TJ_SIPING_B3_0612,2026-07-10 21:00:00,0.638,33.2,24.2,1,1,0,1
TJ_SIPING_B3_0612,2026-07-10 22:00:00,0.754,34.4,24.6,0,1,0,1
TJ_SIPING_B3_0612,2026-07-10 23:00:00,0.613,32.2,23.5,1,1,0,0
TJ_SIPING_B3_0612,2026-07-11 00:00:00,0.074,32.3,31.0,1,0,1,0
TJ_SIPING_B3_0612,2026-07-11 01:00:00,0.646,32.4,24.6,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 02:00:00,0.62,31.3,23.9,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 03:00:00,0.067,29.4,28.0,1,0,1,0
TJ_SIPING_B3_0612,2026-07-11 04:00:00,0.499,28.6,24.0,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 05:00:00,0.398,28.3,24.2,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 06:00:00,0.071,27.1,25.2,1,0,1,0
TJ_SIPING_B3_0612,2026-07-11 07:00:00,0.064,26.6,25.2,1,0,1,0
TJ_SIPING_B3_0612,2026-07-11 08:00:00,0.393,25.5,24.6,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 09:00:00,0.066,27.3,26.5,1,0,1,0
TJ_SIPING_B3_0612,2026-07-11 10:00:00,0.063,25.9,23.0,1,0,1,0
TJ_SIPING_B3_0612,2026-07-11 11:00:00,0.443,28.7,24.1,0,1,1,0
TJ_SIPING_B3_0612,2026-07-11 12:00:00,0.033,28.4,27.0,0,0,1,0
TJ_SIPING_B3_0612,2026-07-11 13:00:00,0.052,30.0,29.2,1,0,1,0
TJ_SIPING_B3_0612,2026-07-11 14:00:00,0.55,30.1,24.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 15:00:00,0.625,32.0,23.9,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 16:00:00,0.663,32.7,23.1,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 17:00:00,0.757,33.4,25.0,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 18:00:00,0.739,33.8,24.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 19:00:00,0.734,34.0,23.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 20:00:00,0.876,35.6,23.5,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 21:00:00,0.806,34.3,23.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 22:00:00,0.777,33.8,23.8,1,1,1,0
TJ_SIPING_B3_0612,2026-07-11 23:00:00,0.757,33.7,24.2,0,1,1,0
TJ_SIPING_B3_0612,2026-07-12 00:00:00,0.748,32.2,24.5,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 01:00:00,0.552,31.0,23.6,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 02:00:00,0.569,30.5,23.5,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 03:00:00,0.452,28.7,24.1,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 04:00:00,0.533,29.4,22.8,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 05:00:00,0.437,28.4,24.5,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 06:00:00,0.398,26.9,23.8,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 07:00:00,0.051,26.7,26.0,1,0,1,0
TJ_SIPING_B3_0612,2026-07-12 08:00:00,0.04,26.8,25.1,1,0,1,0
TJ_SIPING_B3_0612,2026-07-12 09:00:00,0.456,26.8,23.8,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 10:00:00,0.044,26.9,24.9,0,0,1,0
TJ_SIPING_B3_0612,2026-07-12 11:00:00,0.076,28.1,27.8,1,0,1,0
TJ_SIPING_B3_0612,2026-07-12 12:00:00,0.459,28.6,24.3,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 13:00:00,0.51,30.4,24.0,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 14:00:00,0.486,29.3,23.8,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 15:00:00,0.658,31.4,23.7,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 16:00:00,0.658,31.7,24.7,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 17:00:00,0.049,33.2,32.1,0,0,1,0
TJ_SIPING_B3_0612,2026-07-12 18:00:00,0.092,33.6,34.1,1,0,1,0
TJ_SIPING_B3_0612,2026-07-12 19:00:00,0.837,35.3,24.7,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 20:00:00,0.848,34.7,23.2,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 21:00:00,0.765,33.7,23.7,1,1,1,0
TJ_SIPING_B3_0612,2026-07-12 22:00:00,0.728,33.4,24.3,0,1,1,0
TJ_SIPING_B3_0612,2026-07-12 23:00:00,0.071,33.4,32.0,1,0,1,0
